Boroughs,Bus Route,Classification,Confidence,Create_Date,Year,Quarter,Month,Day,Year,Quarter,Month,Day,Date_of_Incident,DateFK,Day,Description,Easting,Hour,HourGroup,Year,Quarter,Month,Day,IRIS,Location / Road Name,Modified_Date,Month,MonthNum,Northing,ReportingLag,Time,Time_of_Incident,URN,Victims Job,Weekday,Year
BARKING & DAGENHAM,62,Assault,3,1677069560,2023,Qtr 1,February,22,2023,Qtr 1,February,22,2459997,20230221,21,"**** TD ATTACHED****

A person was attacked by three youths, one used a large knife/machete.",545208,13,10am-2pm,2023,Qtr 1,February,21,IRIS,Longbridge Road,1677069560,February,2,185031,1,1899-12-30 13:55:00,50100,1116087,Passenger / Customer,Tuesday,2023
BARKING & DAGENHAM,86,Assault,3,1691593740,2023,Qtr 3,August,9,2023,Qtr 3,August,15,2460165,20230808,8,See attached driver statement detailing the assault.,547651,15,2pm-6pm,2023,Qtr 3,August,8,IRIS,Wangey road,1692089578,August,8,187902,1,1899-12-30 15:45:00,56700,1172500,Bus Driver,Tuesday,2023
BARKING & DAGENHAM,EL1,Assault,3,1668763486,2022,Qtr 4,November,18,2022,Qtr 4,December,6,2459901,20221117,17,"I served a bus stop at rush hour, my bus was full to the front door, I opened the doors and passengers got off the bus, there was a lady upstairs that wanted to get off also but she failed to get to the doors and leave. I looked into the camera screen to see if anyone wanted to get off, there was no one looking like they wanted to get off, so i closed the doors and started moving. In the meantime the lady came down and shouted ""DRIVER"" whilst banging on my cab door, and I explained that its too late for me to go back to the bus stop. At the next stop the lady blocked the front doors and refused to get off. I then terminated the service as I could not continue and I called code red, all passengers got off and she remained on board, whilst continuously banging on the cab door and swearing at me. After a while of this happening she asked me to leave my cab and wanted to fight, I refused to get out and stayed calm and she decided to go to my cab window and swing a punch at my face, I saw it coming and dodged it but it skimmed my face and knocked my glasses off. Then police arrived.",544414,15,2pm-6pm,2022,Qtr 4,November,17,IRIS,Ripple Road,1670334461,November,11,184140,1,1899-12-30 15:30:00,55800,1088545,Bus Driver,Thursday,2022
BARKING & DAGENHAM,EL1,Assault,3,1675263992,2023,Qtr 1,February,1,2023,Qtr 1,February,3,2459977,20230201,1,"An adult entered the bus and swiped in, however another person with her of approximately 14/15 years entered without making any attempt to validate a pass or pay a fare. I asked if she was going to swipe a card, the adult then immediately showed an aggressive attitude towards me and in a raised voice said she doesn’t need to. I tried to remind her that everyone of 11 years of age or over needs to validate a pass. She then became even more aggressive and louder saying that the girl does not have an oyster card, the schools are on strike, so she doesn’t need to pay anything. She then, using a threatening attitude, said she would see me back at the garage. I was there at 13.00 to sign off but no sign of her. I tried to ask her to calm down, but she ignorantly walked away continuing to say something that I couldn’t understand as by this time she had her back to me. Both went to sit upstairs, the younger person still having not validated a pass or paid a fare.

You try to do your job and this is how people treat us.",546941,11,10am-2pm,2023,Qtr 1,February,1,IRIS,Bastable Ave,1675422397,February,2,182966,0,1899-12-30 11:25:00,41100,1109897,Bus Driver,Wednesday,2023
BARKING & DAGENHAM,EL1,Assault,3,1679045556,2023,Qtr 1,March,17,2023,Qtr 1,March,21,2460020,20230316,16,Two mens where fighting each other and one men got hurt and bleeding so have to call police and ambulance due to this i have lost two and a half trip on duty 331 trip number 334 339 350 and 3 police was involved chs/34851/16mar 23,544447,23,10pm-2am,2023,Qtr 1,March,16,IRIS,Longbridge Road,1679402917,March,3,184605,1,1899-12-30 23:02:00,82920,1123652,Passenger / Customer,Thursday,2023
BARKING & DAGENHAM,EL1,Assault,3,1683018324,2023,Qtr 2,May,2,2023,Qtr 2,May,3,2460066,20230501,1,"A passenger insulted me and tried to break the cab door when l asked him to present his oyster or make his payment. He was accompanied by a lady.He called me Nigga and black bustard as well as spitting and telling me to step out of the cab for a fight. I called code Red, but by the time they answered the passenger had already left the bus after the lady he was with persuaded him not to wait there because police have been called. They spoke in their language so l was not able tell what they were saying to each other. The trigger was as result of unsufficient funds on their travel cards. This was between 1705hrs -1709hrs.",546323,17,2pm-6pm,2023,Qtr 2,May,1,IRIS,Minter Road,1683122917,May,5,182938,1,1899-12-30 17:05:00,61500,1135079,Bus Driver,Monday,2023
BARKING & DAGENHAM,EL1,Assault,3,1687415632,2023,Qtr 2,June,22,2023,Qtr 2,June,23,2460117,20230621,21,"I wanted to express my deep disappointment and upset over an unfortunate incident that occurred on 21st June 2023.

Today I was on duty 319 on the EL1. I was on my last trip, I had just served the Longbridge Road bus stop towards ilford station. I was sat for a while at temporary lights, when randomly an aggresive person came punching my door. I was really shocked and frightened. He then came in front of my bus demanding me to step outside, at this point I was so confused and scared. He continued swearing at me and then came to my driver side window and spat at my face. This occured at 18.48pm on bus LT909.

It deeply saddened me to experience an act of such disrespect and aggression when someone spat on me.

The behaviour was offensive and also degrading, leaving me feeling violated and humiliated as the rest of the passengers watched on. It is disheartening to think that someone would stoop so low as to treat another person with such contempt and disregard for their basic dignity.

Since then the event is repeatedly playing in my head over and over again. At first instance I thought if I just finish my route and go home I might get over what had happened. I called code red instantly and moved off from the location as I did not feel safe to remain there any longer.

Some time has passed and I still don’t understand why this had to happen to me, the situation is traumatic and I feel violated.

I have reported this incident to the police, the ref number is TAA-39502-23-0101-00",544517,18,6pm-10pm,2023,Qtr 2,June,21,IRIS,Ilford Lane,1687518896,June,6,184426,1,1899-12-30 18:48:00,67680,1153107,Bus Driver,Wednesday,2023
BARKING & DAGENHAM,EL1,Assault,3,1687931423,2023,Qtr 2,June,28,2023,Qtr 2,June,29,2460123,20230627,27,"Driver's statement

Car was parked on my side of the road as I was manoeuvring around it. The oncoming driver thought I was going to hit him he was swearing at me . I politely told him to calm down as I can see him and won't go into him. He took a deep breath and spat right in my face and sped away.",543964,19,6pm-10pm,2023,Qtr 2,June,27,IRIS,Ilford Lane,1688042718,June,6,185507,1,1899-12-30 19:20:00,69600,1155725,Bus Driver,Tuesday,2023
BARKING & DAGENHAM,EL1,Assault,3,1690203838,2023,Qtr 3,July,24,2023,Qtr 3,July,25,2460149,20230723,23,I was having my break at stand. Heard someone shouting at me I looked outside the window and I saw a van stopped opposite me and pointed gun at me. Driver of van was pointing a gun towed me and shouting bring your ass here I am gona shoot you. I walked towards driver cab and shouted back from the driver window go away or I will call the cops. They were there for 2-3 mins or more cant remember as I was shocked and blanked out. Didn't know what to do. I was trying to calm myself . Someone from outside approached me and told me same incident happened to them and than rang the 999. As I departed the stand on my schedule time I saw Unmarked armed police car. I gave them all the details of van and person inside the van. They asked me to wait there as police will come and take my statement. I rang controller and done the code red. Controller attended the scene within 10 mins. Police came and took all my details and incident details and said they will contact me within week or so. I was so scared as I didn't know what to do. Police said they have pointed the gun at 5-6 people within the area.,547430,22,10pm-2am,2023,Qtr 3,July,23,IRIS,Northgate Road,1690297326,July,7,182873,1,1899-12-30 22:15:00,80100,1166346,Bus Driver,Sunday,2023
BARKING & DAGENHAM,EL1,Assault,3,1694524610,2023,Qtr 3,September,12,2023,Qtr 3,September,15,2460200,20230912,12,"At Barking Station, a passenger came through my middle doors without validating his pass. I reminded him of this and asked him politely to validate his pass. He started swearing racist abuse at me calling me a Nigga and a negro and consistently used those words. He got up from his seat and walked to my cab door and again continued with the racist abuse and then punched my driver door screen. I proceeded to the next stop which was Longbridge Road and called Code Blue. Informed them of the situation and they informed me to hold the bus and wait for the Police. I await the police as I write this report.",544517,11,10am-2pm,2023,Qtr 3,September,12,IRIS,Longbridge Road,1694781614,September,9,184426,0,1899-12-30 11:29:00,41340,1186054,Bus Driver,Tuesday,2023
BARKING & DAGENHAM,EL2,Assault,3,1667579358,2022,Qtr 4,November,4,2022,Qtr 4,November,11,2459888,20221104,4,"The car drive pulled out suddenly in front of my pack bus the began say racist things I did a code blue but he drove off

He said I was speeding but my bus a speed limiter",545489,15,2pm-6pm,2022,Qtr 4,November,4,IRIS,Longbridge Road,1668174531,November,11,185218,0,1899-12-30 15:40:00,56400,1084353,Bus Driver,Friday,2022
